,ID,Pred,Season,LTeam,RTeam,SeedL,SeedR,RegL,RegR,Upset
1188,2019_1242_1433,0.5,2019,1242,1433,4,8,Y,W,0
1189,2019_1242_1436,0.5,2019,1242,1436,4,13,Y,X,0
1190,2019_1242_1437,0.5,2019,1242,1437,4,6,Y,Z,0
1191,2019_1242_1438,0.5,2019,1242,1438,4,1,Y,Z,0
1192,2019_1242_1439,0.5,2019,1242,1439,4,4,Y,W,0
1193,2019_1242_1449,0.5,2019,1242,1449,4,9,Y,Y,0
1194,2019_1242_1458,0.5,2019,1242,1458,4,5,Y,Z,0
1195,2019_1242_1459,0.5,2019,1242,1459,4,7,Y,Y,0
1196,2019_1242_1463,0.5,2019,1242,1463,4,14,Y,W,0
1197,2019_1243_1246,0.5,2019,1243,1246,4,2,Z,Y,0
1198,2019_1243_1251,0.5,2019,1243,1251,4,12,Z,W,0
1199,2019_1243_1257,0.5,2019,1243,1257,4,7,Z,W,0
1200,2019_1243_1261,0.5,2019,1243,1261,4,3,Z,W,0
1201,2019_1243_1266,0.5,2019,1243,1266,4,5,Z,X,0
1202,2019_1243_1268,0.5,2019,1243,1268,4,6,Z,W,0
1203,2019_1243_1276,0.5,2019,1243,1276,4,2,Z,X,0
1204,2019_1243_1277,0.5,2019,1243,1277,4,2,Z,W,0
1205,2019_1243_1278,0.5,2019,1243,1278,4,10,Z,W,0
1206,2019_1243_1279,0.5,2019,1243,1279,4,8,Z,Z,0
1207,2019_1243_1280,0.5,2019,1243,1280,4,5,Z,W,0
1208,2019_1243_1285,0.5,2019,1243,1285,4,15,Z,X,0
1209,2019_1243_1293,0.5,2019,1243,1293,4,12,Z,X,0
1210,2019_1243_1295,0.5,2019,1243,1295,4,16,Z,W,0
1211,2019_1243_1297,0.5,2019,1243,1297,4,14,Z,X,0
1212,2019_1243_1300,0.5,2019,1243,1300,4,16,Z,W,0
1213,2019_1243_1305,0.5,2019,1243,1305,4,7,Z,X,0
1214,2019_1243_1308,0.5,2019,1243,1308,4,12,Z,Y,0
1215,2019_1243_1314,0.5,2019,1243,1314,4,1,Z,Y,0
1216,2019_1243_1318,0.5,2019,1243,1318,4,13,Z,Y,0
1217,2019_1243_1326,0.5,2019,1243,1326,4,11,Z,Y,0
1218,2019_1243_1328,0.5,2019,1243,1328,4,9,Z,Z,0
1219,2019_1243_1330,0.5,2019,1243,1330,4,14,Z,Z,0
1220,2019_1243_1332,0.5,2019,1243,1332,4,12,Z,Z,0
1221,2019_1243_1341,0.5,2019,1243,1341,4,16,Z,X,0
1222,2019_1243_1345,0.5,2019,1243,1345,4,3,Z,Z,0
1223,2019_1243_1371,0.5,2019,1243,1371,4,10,Z,Y,0
1224,2019_1243_1385,0.5,2019,1243,1385,4,11,Z,X,0
1225,2019_1243_1387,0.5,2019,1243,1387,4,13,Z,W,0
1226,2019_1243_1388,0.5,2019,1243,1388,4,11,Z,Z,0
1227,2019_1243_1393,0.5,2019,1243,1393,4,8,Z,X,0
1228,2019_1243_1396,0.5,2019,1243,1396,4,11,Z,W,0
1229,2019_1243_1397,0.5,2019,1243,1397,4,2,Z,Z,0
1230,2019_1243_1403,0.5,2019,1243,1403,4,3,Z,X,0
1231,2019_1243_1414,0.5,2019,1243,1414,4,13,Z,Z,0
1232,2019_1243_1416,0.5,2019,1243,1416,4,9,Z,W,0
1233,2019_1243_1429,0.5,2019,1243,1429,4,8,Z,Y,0
1234,2019_1243_1433,0.5,2019,1243,1433,4,8,Z,W,0
1235,2019_1243_1436,0.5,2019,1243,1436,4,13,Z,X,0
1236,2019_1243_1437,0.5,2019,1243,1437,4,6,Z,Z,0
1237,2019_1243_1438,0.5,2019,1243,1438,4,1,Z,Z,0
1238,2019_1243_1439,0.5,2019,1243,1439,4,4,Z,W,0
1239,2019_1243_1449,0.5,2019,1243,1449,4,9,Z,Y,0
1240,2019_1243_1458,0.5,2019,1243,1458,4,5,Z,Z,0
1241,2019_1243_1459,0.5,2019,1243,1459,4,7,Z,Y,0
1242,2019_1243_1463,0.5,2019,1243,1463,4,14,Z,W,0
1243,2019_1246_1251,0.5,2019,1246,1251,2,12,Y,W,0
1244,2019_1246_1257,0.5,2019,1246,1257,2,7,Y,W,0
1245,2019_1246_1261,0.5,2019,1246,1261,2,3,Y,W,0
1246,2019_1246_1266,0.5,2019,1246,1266,2,5,Y,X,0
1247,2019_1246_1268,0.5,2019,1246,1268,2,6,Y,W,0
1248,2019_1246_1276,0.5,2019,1246,1276,2,2,Y,X,0
1249,2019_1246_1277,0.5,2019,1246,1277,2,2,Y,W,0
1250,2019_1246_1278,0.5,2019,1246,1278,2,10,Y,W,0
1251,2019_1246_1279,0.5,2019,1246,1279,2,8,Y,Z,0
1252,2019_1246_1280,0.5,2019,1246,1280,2,5,Y,W,0
1253,2019_1246_1285,0.5,2019,1246,1285,2,15,Y,X,0
1254,2019_1246_1293,0.5,2019,1246,1293,2,12,Y,X,0
1255,2019_1246_1295,0.5,2019,1246,1295,2,16,Y,W,0
1256,2019_1246_1297,0.5,2019,1246,1297,2,14,Y,X,0
1257,2019_1246_1300,0.5,2019,1246,1300,2,16,Y,W,0
1258,2019_1246_1305,0.5,2019,1246,1305,2,7,Y,X,0
1259,2019_1246_1308,0.5,2019,1246,1308,2,12,Y,Y,0
1260,2019_1246_1314,0.5,2019,1246,1314,2,1,Y,Y,0
1261,2019_1246_1318,0.5,2019,1246,1318,2,13,Y,Y,0
1262,2019_1246_1326,0.5,2019,1246,1326,2,11,Y,Y,0
1263,2019_1246_1328,0.5,2019,1246,1328,2,9,Y,Z,0
1264,2019_1246_1330,0.5,2019,1246,1330,2,14,Y,Z,0
1265,2019_1246_1332,0.5,2019,1246,1332,2,12,Y,Z,0
1266,2019_1246_1341,0.5,2019,1246,1341,2,16,Y,X,0
1267,2019_1246_1345,0.5,2019,1246,1345,2,3,Y,Z,0
1268,2019_1246_1371,0.5,2019,1246,1371,2,10,Y,Y,0
1269,2019_1246_1385,0.5,2019,1246,1385,2,11,Y,X,0
1270,2019_1246_1387,0.5,2019,1246,1387,2,13,Y,W,0
1271,2019_1246_1388,0.5,2019,1246,1388,2,11,Y,Z,0
1272,2019_1246_1393,0.5,2019,1246,1393,2,8,Y,X,0
1273,2019_1246_1396,0.5,2019,1246,1396,2,11,Y,W,0
1274,2019_1246_1397,0.5,2019,1246,1397,2,2,Y,Z,0
1275,2019_1246_1403,0.5,2019,1246,1403,2,3,Y,X,0
1276,2019_1246_1414,0.5,2019,1246,1414,2,13,Y,Z,0
1277,2019_1246_1416,0.5,2019,1246,1416,2,9,Y,W,0
1278,2019_1246_1429,0.5,2019,1246,1429,2,8,Y,Y,0
1279,2019_1246_1433,0.5,2019,1246,1433,2,8,Y,W,0
1280,2019_1246_1436,0.5,2019,1246,1436,2,13,Y,X,0
1281,2019_1246_1437,0.5,2019,1246,1437,2,6,Y,Z,0
1282,2019_1246_1438,0.5,2019,1246,1438,2,1,Y,Z,0
1283,2019_1246_1439,0.5,2019,1246,1439,2,4,Y,W,0
1284,2019_1246_1449,0.5,2019,1246,1449,2,9,Y,Y,0
1285,2019_1246_1458,0.5,2019,1246,1458,2,5,Y,Z,0
1286,2019_1246_1459,0.5,2019,1246,1459,2,7,Y,Y,0
1287,2019_1246_1463,0.5,2019,1246,1463,2,14,Y,W,0
1288,2019_1251_1257,0.5,2019,1251,1257,12,7,W,W,0
1289,2019_1251_1261,0.5,2019,1251,1261,12,3,W,W,0
1290,2019_1251_1266,0.5,2019,1251,1266,12,5,W,X,0
1291,2019_1251_1268,0.5,2019,1251,1268,12,6,W,W,0
1292,2019_1251_1276,0.5,2019,1251,1276,12,2,W,X,0
1293,2019_1251_1277,0.5,2019,1251,1277,12,2,W,W,0
1294,2019_1251_1278,0.5,2019,1251,1278,12,10,W,W,0
1295,2019_1251_1279,0.5,2019,1251,1279,12,8,W,Z,0
1296,2019_1251_1280,0.5,2019,1251,1280,12,5,W,W,0
1297,2019_1251_1285,0.5,2019,1251,1285,12,15,W,X,0
1298,2019_1251_1293,0.5,2019,1251,1293,12,12,W,X,0
1299,2019_1251_1295,0.5,2019,1251,1295,12,16,W,W,0
1300,2019_1251_1297,0.5,2019,1251,1297,12,14,W,X,0
1301,2019_1251_1300,0.5,2019,1251,1300,12,16,W,W,0
1302,2019_1251_1305,0.5,2019,1251,1305,12,7,W,X,0
1303,2019_1251_1308,0.5,2019,1251,1308,12,12,W,Y,0
1304,2019_1251_1314,0.5,2019,1251,1314,12,1,W,Y,0
1305,2019_1251_1318,0.5,2019,1251,1318,12,13,W,Y,0
1306,2019_1251_1326,0.5,2019,1251,1326,12,11,W,Y,0
1307,2019_1251_1328,0.5,2019,1251,1328,12,9,W,Z,0
1308,2019_1251_1330,0.5,2019,1251,1330,12,14,W,Z,0
1309,2019_1251_1332,0.5,2019,1251,1332,12,12,W,Z,0
1310,2019_1251_1341,0.5,2019,1251,1341,12,16,W,X,0
1311,2019_1251_1345,0.5,2019,1251,1345,12,3,W,Z,0
1312,2019_1251_1371,0.5,2019,1251,1371,12,10,W,Y,0
1313,2019_1251_1385,0.5,2019,1251,1385,12,11,W,X,0
1314,2019_1251_1387,0.5,2019,1251,1387,12,13,W,W,0
1315,2019_1251_1388,0.5,2019,1251,1388,12,11,W,Z,0
1316,2019_1251_1393,0.5,2019,1251,1393,12,8,W,X,0
1317,2019_1251_1396,0.5,2019,1251,1396,12,11,W,W,0
1318,2019_1251_1397,0.5,2019,1251,1397,12,2,W,Z,0
1319,2019_1251_1403,0.5,2019,1251,1403,12,3,W,X,0
1320,2019_1251_1414,0.5,2019,1251,1414,12,13,W,Z,0
1321,2019_1251_1416,0.5,2019,1251,1416,12,9,W,W,0
1322,2019_1251_1429,0.5,2019,1251,1429,12,8,W,Y,0
1323,2019_1251_1433,0.5,2019,1251,1433,12,8,W,W,0
1324,2019_1251_1436,0.5,2019,1251,1436,12,13,W,X,0
1325,2019_1251_1437,0.5,2019,1251,1437,12,6,W,Z,0
1326,2019_1251_1438,0.5,2019,1251,1438,12,1,W,Z,0
1327,2019_1251_1439,0.5,2019,1251,1439,12,4,W,W,0
1328,2019_1251_1449,0.5,2019,1251,1449,12,9,W,Y,0
1329,2019_1251_1458,0.5,2019,1251,1458,12,5,W,Z,0
1330,2019_1251_1459,0.5,2019,1251,1459,12,7,W,Y,0
1331,2019_1251_1463,0.5,2019,1251,1463,12,14,W,W,0
1332,2019_1257_1261,0.5,2019,1257,1261,7,3,W,W,0
1333,2019_1257_1266,0.5,2019,1257,1266,7,5,W,X,0
1334,2019_1257_1268,0.5,2019,1257,1268,7,6,W,W,0
1335,2019_1257_1276,0.5,2019,1257,1276,7,2,W,X,0
1336,2019_1257_1277,0.5,2019,1257,1277,7,2,W,W,0
1337,2019_1257_1278,0.5,2019,1257,1278,7,10,W,W,0
1338,2019_1257_1279,0.5,2019,1257,1279,7,8,W,Z,0
1339,2019_1257_1280,0.5,2019,1257,1280,7,5,W,W,0
1340,2019_1257_1285,0.5,2019,1257,1285,7,15,W,X,0
1341,2019_1257_1293,0.5,2019,1257,1293,7,12,W,X,0
1342,2019_1257_1295,0.5,2019,1257,1295,7,16,W,W,0
1343,2019_1257_1297,0.5,2019,1257,1297,7,14,W,X,0
1344,2019_1257_1300,0.5,2019,1257,1300,7,16,W,W,0
1345,2019_1257_1305,0.5,2019,1257,1305,7,7,W,X,0
1346,2019_1257_1308,0.5,2019,1257,1308,7,12,W,Y,0
1347,2019_1257_1314,0.5,2019,1257,1314,7,1,W,Y,0
1348,2019_1257_1318,0.5,2019,1257,1318,7,13,W,Y,0
1349,2019_1257_1326,0.5,2019,1257,1326,7,11,W,Y,0
1350,2019_1257_1328,0.5,2019,1257,1328,7,9,W,Z,0
1351,2019_1257_1330,0.5,2019,1257,1330,7,14,W,Z,0
1352,2019_1257_1332,0.5,2019,1257,1332,7,12,W,Z,0
1353,2019_1257_1341,0.5,2019,1257,1341,7,16,W,X,0
1354,2019_1257_1345,0.5,2019,1257,1345,7,3,W,Z,0
1355,2019_1257_1371,0.5,2019,1257,1371,7,10,W,Y,0
1356,2019_1257_1385,0.5,2019,1257,1385,7,11,W,X,0
1357,2019_1257_1387,0.5,2019,1257,1387,7,13,W,W,0
1358,2019_1257_1388,0.5,2019,1257,1388,7,11,W,Z,0
1359,2019_1257_1393,0.5,2019,1257,1393,7,8,W,X,0
1360,2019_1257_1396,0.5,2019,1257,1396,7,11,W,W,0
1361,2019_1257_1397,0.5,2019,1257,1397,7,2,W,Z,0
1362,2019_1257_1403,0.5,2019,1257,1403,7,3,W,X,0
1363,2019_1257_1414,0.5,2019,1257,1414,7,13,W,Z,0
1364,2019_1257_1416,0.5,2019,1257,1416,7,9,W,W,0
1365,2019_1257_1429,0.5,2019,1257,1429,7,8,W,Y,0
1366,2019_1257_1433,0.5,2019,1257,1433,7,8,W,W,0
1367,2019_1257_1436,0.5,2019,1257,1436,7,13,W,X,0
1368,2019_1257_1437,0.5,2019,1257,1437,7,6,W,Z,0
1369,2019_1257_1438,0.5,2019,1257,1438,7,1,W,Z,0
1370,2019_1257_1439,0.5,2019,1257,1439,7,4,W,W,0
1371,2019_1257_1449,0.5,2019,1257,1449,7,9,W,Y,0
1372,2019_1257_1458,0.5,2019,1257,1458,7,5,W,Z,0
1373,2019_1257_1459,0.5,2019,1257,1459,7,7,W,Y,0
1374,2019_1257_1463,0.5,2019,1257,1463,7,14,W,W,0
1375,2019_1261_1266,0.5,2019,1261,1266,3,5,W,X,0
1376,2019_1261_1268,0.5,2019,1261,1268,3,6,W,W,0
1377,2019_1261_1276,0.5,2019,1261,1276,3,2,W,X,0
1378,2019_1261_1277,0.5,2019,1261,1277,3,2,W,W,0
1379,2019_1261_1278,0.5,2019,1261,1278,3,10,W,W,0
1380,2019_1261_1279,0.5,2019,1261,1279,3,8,W,Z,0
1381,2019_1261_1280,0.5,2019,1261,1280,3,5,W,W,0
1382,2019_1261_1285,0.5,2019,1261,1285,3,15,W,X,0
1383,2019_1261_1293,0.5,2019,1261,1293,3,12,W,X,0
1384,2019_1261_1295,0.5,2019,1261,1295,3,16,W,W,0
1385,2019_1261_1297,0.5,2019,1261,1297,3,14,W,X,0
1386,2019_1261_1300,0.5,2019,1261,1300,3,16,W,W,0
1387,2019_1261_1305,0.5,2019,1261,1305,3,7,W,X,0
1388,2019_1261_1308,0.5,2019,1261,1308,3,12,W,Y,0
1389,2019_1261_1314,0.5,2019,1261,1314,3,1,W,Y,0
1390,2019_1261_1318,0.5,2019,1261,1318,3,13,W,Y,0
1391,2019_1261_1326,0.5,2019,1261,1326,3,11,W,Y,0
1392,2019_1261_1328,0.5,2019,1261,1328,3,9,W,Z,0
1393,2019_1261_1330,0.5,2019,1261,1330,3,14,W,Z,0
1394,2019_1261_1332,0.5,2019,1261,1332,3,12,W,Z,0
1395,2019_1261_1341,0.5,2019,1261,1341,3,16,W,X,0
1396,2019_1261_1345,0.5,2019,1261,1345,3,3,W,Z,0
1397,2019_1261_1371,0.5,2019,1261,1371,3,10,W,Y,0
1398,2019_1261_1385,0.5,2019,1261,1385,3,11,W,X,0
1399,2019_1261_1387,0.5,2019,1261,1387,3,13,W,W,0
1400,2019_1261_1388,0.5,2019,1261,1388,3,11,W,Z,0
1401,2019_1261_1393,0.5,2019,1261,1393,3,8,W,X,0
1402,2019_1261_1396,0.5,2019,1261,1396,3,11,W,W,0
1403,2019_1261_1397,0.5,2019,1261,1397,3,2,W,Z,0
1404,2019_1261_1403,0.5,2019,1261,1403,3,3,W,X,0
1405,2019_1261_1414,0.5,2019,1261,1414,3,13,W,Z,0
1406,2019_1261_1416,0.5,2019,1261,1416,3,9,W,W,0
1407,2019_1261_1429,0.5,2019,1261,1429,3,8,W,Y,0
1408,2019_1261_1433,0.5,2019,1261,1433,3,8,W,W,0
1409,2019_1261_1436,0.5,2019,1261,1436,3,13,W,X,0
1410,2019_1261_1437,0.5,2019,1261,1437,3,6,W,Z,0
1411,2019_1261_1438,0.5,2019,1261,1438,3,1,W,Z,0
1412,2019_1261_1439,0.5,2019,1261,1439,3,4,W,W,0
1413,2019_1261_1449,0.5,2019,1261,1449,3,9,W,Y,0
1414,2019_1261_1458,0.5,2019,1261,1458,3,5,W,Z,0
1415,2019_1261_1459,0.5,2019,1261,1459,3,7,W,Y,0
1416,2019_1261_1463,0.5,2019,1261,1463,3,14,W,W,0
1417,2019_1266_1268,0.5,2019,1266,1268,5,6,X,W,0
1418,2019_1266_1276,0.5,2019,1266,1276,5,2,X,X,0
1419,2019_1266_1277,0.5,2019,1266,1277,5,2,X,W,0
1420,2019_1266_1278,0.5,2019,1266,1278,5,10,X,W,0
1421,2019_1266_1279,0.5,2019,1266,1279,5,8,X,Z,0
1422,2019_1266_1280,0.5,2019,1266,1280,5,5,X,W,0
1423,2019_1266_1285,0.5,2019,1266,1285,5,15,X,X,0
1424,2019_1266_1293,0.5,2019,1266,1293,5,12,X,X,0
1425,2019_1266_1295,0.5,2019,1266,1295,5,16,X,W,0
1426,2019_1266_1297,0.5,2019,1266,1297,5,14,X,X,0
1427,2019_1266_1300,0.5,2019,1266,1300,5,16,X,W,0
1428,2019_1266_1305,0.5,2019,1266,1305,5,7,X,X,0
1429,2019_1266_1308,0.5,2019,1266,1308,5,12,X,Y,0
1430,2019_1266_1314,0.5,2019,1266,1314,5,1,X,Y,0
1431,2019_1266_1318,0.5,2019,1266,1318,5,13,X,Y,0
1432,2019_1266_1326,0.5,2019,1266,1326,5,11,X,Y,0
1433,2019_1266_1328,0.5,2019,1266,1328,5,9,X,Z,0
1434,2019_1266_1330,0.5,2019,1266,1330,5,14,X,Z,0
1435,2019_1266_1332,0.5,2019,1266,1332,5,12,X,Z,0
1436,2019_1266_1341,0.5,2019,1266,1341,5,16,X,X,0
1437,2019_1266_1345,0.5,2019,1266,1345,5,3,X,Z,0
1438,2019_1266_1371,0.5,2019,1266,1371,5,10,X,Y,0
1439,2019_1266_1385,0.5,2019,1266,1385,5,11,X,X,0
1440,2019_1266_1387,0.5,2019,1266,1387,5,13,X,W,0
1441,2019_1266_1388,0.5,2019,1266,1388,5,11,X,Z,0
1442,2019_1266_1393,0.5,2019,1266,1393,5,8,X,X,0
1443,2019_1266_1396,0.5,2019,1266,1396,5,11,X,W,0
1444,2019_1266_1397,0.5,2019,1266,1397,5,2,X,Z,0
1445,2019_1266_1403,0.5,2019,1266,1403,5,3,X,X,0
1446,2019_1266_1414,0.5,2019,1266,1414,5,13,X,Z,0
1447,2019_1266_1416,0.5,2019,1266,1416,5,9,X,W,0
1448,2019_1266_1429,0.5,2019,1266,1429,5,8,X,Y,0
1449,2019_1266_1433,0.5,2019,1266,1433,5,8,X,W,0
1450,2019_1266_1436,0.5,2019,1266,1436,5,13,X,X,0
1451,2019_1266_1437,0.5,2019,1266,1437,5,6,X,Z,0
1452,2019_1266_1438,0.5,2019,1266,1438,5,1,X,Z,0
1453,2019_1266_1439,0.5,2019,1266,1439,5,4,X,W,0
1454,2019_1266_1449,0.5,2019,1266,1449,5,9,X,Y,0
1455,2019_1266_1458,0.5,2019,1266,1458,5,5,X,Z,0
1456,2019_1266_1459,0.5,2019,1266,1459,5,7,X,Y,0
1457,2019_1266_1463,0.5,2019,1266,1463,5,14,X,W,0
1458,2019_1268_1276,0.5,2019,1268,1276,6,2,W,X,0
1459,2019_1268_1277,0.5,2019,1268,1277,6,2,W,W,0
1460,2019_1268_1278,0.5,2019,1268,1278,6,10,W,W,0
1461,2019_1268_1279,0.5,2019,1268,1279,6,8,W,Z,0
1462,2019_1268_1280,0.5,2019,1268,1280,6,5,W,W,0
1463,2019_1268_1285,0.5,2019,1268,1285,6,15,W,X,0
1464,2019_1268_1293,0.5,2019,1268,1293,6,12,W,X,0
1465,2019_1268_1295,0.5,2019,1268,1295,6,16,W,W,0
1466,2019_1268_1297,0.5,2019,1268,1297,6,14,W,X,0
1467,2019_1268_1300,0.5,2019,1268,1300,6,16,W,W,0
1468,2019_1268_1305,0.5,2019,1268,1305,6,7,W,X,0
1469,2019_1268_1308,0.5,2019,1268,1308,6,12,W,Y,0
1470,2019_1268_1314,0.5,2019,1268,1314,6,1,W,Y,0
1471,2019_1268_1318,0.5,2019,1268,1318,6,13,W,Y,0
1472,2019_1268_1326,0.5,2019,1268,1326,6,11,W,Y,0
1473,2019_1268_1328,0.5,2019,1268,1328,6,9,W,Z,0
1474,2019_1268_1330,0.5,2019,1268,1330,6,14,W,Z,0
1475,2019_1268_1332,0.5,2019,1268,1332,6,12,W,Z,0
1476,2019_1268_1341,0.5,2019,1268,1341,6,16,W,X,0
1477,2019_1268_1345,0.5,2019,1268,1345,6,3,W,Z,0
1478,2019_1268_1371,0.5,2019,1268,1371,6,10,W,Y,0
1479,2019_1268_1385,0.5,2019,1268,1385,6,11,W,X,0
1480,2019_1268_1387,0.5,2019,1268,1387,6,13,W,W,0
1481,2019_1268_1388,0.5,2019,1268,1388,6,11,W,Z,0
1482,2019_1268_1393,0.5,2019,1268,1393,6,8,W,X,0
1483,2019_1268_1396,0.5,2019,1268,1396,6,11,W,W,0
1484,2019_1268_1397,0.5,2019,1268,1397,6,2,W,Z,0
1485,2019_1268_1403,0.5,2019,1268,1403,6,3,W,X,0
1486,2019_1268_1414,0.5,2019,1268,1414,6,13,W,Z,0
1487,2019_1268_1416,0.5,2019,1268,1416,6,9,W,W,0
1488,2019_1268_1429,0.5,2019,1268,1429,6,8,W,Y,0
1489,2019_1268_1433,0.5,2019,1268,1433,6,8,W,W,0
1490,2019_1268_1436,0.5,2019,1268,1436,6,13,W,X,0
1491,2019_1268_1437,0.5,2019,1268,1437,6,6,W,Z,0
1492,2019_1268_1438,0.5,2019,1268,1438,6,1,W,Z,0
1493,2019_1268_1439,0.5,2019,1268,1439,6,4,W,W,0
1494,2019_1268_1449,0.5,2019,1268,1449,6,9,W,Y,0
1495,2019_1268_1458,0.5,2019,1268,1458,6,5,W,Z,0
1496,2019_1268_1459,0.5,2019,1268,1459,6,7,W,Y,0
1497,2019_1268_1463,0.5,2019,1268,1463,6,14,W,W,0
1498,2019_1276_1277,0.5,2019,1276,1277,2,2,X,W,0
1499,2019_1276_1278,0.5,2019,1276,1278,2,10,X,W,0
1500,2019_1276_1279,0.5,2019,1276,1279,2,8,X,Z,0
1501,2019_1276_1280,0.5,2019,1276,1280,2,5,X,W,0
1502,2019_1276_1285,0.5,2019,1276,1285,2,15,X,X,0
1503,2019_1276_1293,0.5,2019,1276,1293,2,12,X,X,0
1504,2019_1276_1295,0.5,2019,1276,1295,2,16,X,W,0
1505,2019_1276_1297,0.5,2019,1276,1297,2,14,X,X,0
1506,2019_1276_1300,0.5,2019,1276,1300,2,16,X,W,0
1507,2019_1276_1305,0.5,2019,1276,1305,2,7,X,X,0
1508,2019_1276_1308,0.5,2019,1276,1308,2,12,X,Y,0
1509,2019_1276_1314,0.5,2019,1276,1314,2,1,X,Y,0
1510,2019_1276_1318,0.5,2019,1276,1318,2,13,X,Y,0
1511,2019_1276_1326,0.5,2019,1276,1326,2,11,X,Y,0
1512,2019_1276_1328,0.5,2019,1276,1328,2,9,X,Z,0
1513,2019_1276_1330,0.5,2019,1276,1330,2,14,X,Z,0
1514,2019_1276_1332,0.5,2019,1276,1332,2,12,X,Z,0
1515,2019_1276_1341,0.5,2019,1276,1341,2,16,X,X,0
1516,2019_1276_1345,0.5,2019,1276,1345,2,3,X,Z,0
1517,2019_1276_1371,0.5,2019,1276,1371,2,10,X,Y,0
1518,2019_1276_1385,0.5,2019,1276,1385,2,11,X,X,0
1519,2019_1276_1387,0.5,2019,1276,1387,2,13,X,W,0
1520,2019_1276_1388,0.5,2019,1276,1388,2,11,X,Z,0
1521,2019_1276_1393,0.5,2019,1276,1393,2,8,X,X,0
1522,2019_1276_1396,0.5,2019,1276,1396,2,11,X,W,0
1523,2019_1276_1397,0.5,2019,1276,1397,2,2,X,Z,0
1524,2019_1276_1403,0.5,2019,1276,1403,2,3,X,X,0
1525,2019_1276_1414,0.5,2019,1276,1414,2,13,X,Z,0
1526,2019_1276_1416,0.5,2019,1276,1416,2,9,X,W,0
1527,2019_1276_1429,0.5,2019,1276,1429,2,8,X,Y,0
1528,2019_1276_1433,0.5,2019,1276,1433,2,8,X,W,0
1529,2019_1276_1436,0.5,2019,1276,1436,2,13,X,X,0
1530,2019_1276_1437,0.5,2019,1276,1437,2,6,X,Z,0
1531,2019_1276_1438,0.5,2019,1276,1438,2,1,X,Z,0
1532,2019_1276_1439,0.5,2019,1276,1439,2,4,X,W,0
1533,2019_1276_1449,0.5,2019,1276,1449,2,9,X,Y,0
1534,2019_1276_1458,0.5,2019,1276,1458,2,5,X,Z,0
1535,2019_1276_1459,0.5,2019,1276,1459,2,7,X,Y,0
1536,2019_1276_1463,0.5,2019,1276,1463,2,14,X,W,0
1537,2019_1277_1278,0.5,2019,1277,1278,2,10,W,W,0
1538,2019_1277_1279,0.5,2019,1277,1279,2,8,W,Z,0
1539,2019_1277_1280,0.5,2019,1277,1280,2,5,W,W,0
1540,2019_1277_1285,0.5,2019,1277,1285,2,15,W,X,0
1541,2019_1277_1293,0.5,2019,1277,1293,2,12,W,X,0
1542,2019_1277_1295,0.5,2019,1277,1295,2,16,W,W,0
1543,2019_1277_1297,0.5,2019,1277,1297,2,14,W,X,0
1544,2019_1277_1300,0.5,2019,1277,1300,2,16,W,W,0
1545,2019_1277_1305,0.5,2019,1277,1305,2,7,W,X,0
1546,2019_1277_1308,0.5,2019,1277,1308,2,12,W,Y,0
1547,2019_1277_1314,0.5,2019,1277,1314,2,1,W,Y,0
1548,2019_1277_1318,0.5,2019,1277,1318,2,13,W,Y,0
1549,2019_1277_1326,0.5,2019,1277,1326,2,11,W,Y,0
1550,2019_1277_1328,0.5,2019,1277,1328,2,9,W,Z,0
1551,2019_1277_1330,0.5,2019,1277,1330,2,14,W,Z,0
1552,2019_1277_1332,0.5,2019,1277,1332,2,12,W,Z,0
1553,2019_1277_1341,0.5,2019,1277,1341,2,16,W,X,0
1554,2019_1277_1345,0.5,2019,1277,1345,2,3,W,Z,0
1555,2019_1277_1371,0.5,2019,1277,1371,2,10,W,Y,0
1556,2019_1277_1385,0.5,2019,1277,1385,2,11,W,X,0
1557,2019_1277_1387,0.5,2019,1277,1387,2,13,W,W,0
1558,2019_1277_1388,0.5,2019,1277,1388,2,11,W,Z,0
1559,2019_1277_1393,0.5,2019,1277,1393,2,8,W,X,0
1560,2019_1277_1396,0.5,2019,1277,1396,2,11,W,W,0
1561,2019_1277_1397,0.5,2019,1277,1397,2,2,W,Z,0
1562,2019_1277_1403,0.5,2019,1277,1403,2,3,W,X,0
1563,2019_1277_1414,0.5,2019,1277,1414,2,13,W,Z,0
1564,2019_1277_1416,0.5,2019,1277,1416,2,9,W,W,0
1565,2019_1277_1429,0.5,2019,1277,1429,2,8,W,Y,0
1566,2019_1277_1433,0.5,2019,1277,1433,2,8,W,W,0
1567,2019_1277_1436,0.5,2019,1277,1436,2,13,W,X,0
1568,2019_1277_1437,0.5,2019,1277,1437,2,6,W,Z,0
1569,2019_1277_1438,0.5,2019,1277,1438,2,1,W,Z,0
1570,2019_1277_1439,0.5,2019,1277,1439,2,4,W,W,0
1571,2019_1277_1449,0.5,2019,1277,1449,2,9,W,Y,0
1572,2019_1277_1458,0.5,2019,1277,1458,2,5,W,Z,0
1573,2019_1277_1459,0.5,2019,1277,1459,2,7,W,Y,0
1574,2019_1277_1463,0.5,2019,1277,1463,2,14,W,W,0
1575,2019_1278_1279,0.5,2019,1278,1279,10,8,W,Z,0
1576,2019_1278_1280,0.5,2019,1278,1280,10,5,W,W,0
1577,2019_1278_1285,0.5,2019,1278,1285,10,15,W,X,0
